attendance,date,start_time,Stadium,weather,wind
18285,7/2/2018,7:15 PM,KCR-KauffmanStad,"88 degrees, clear","8 mph, R to L"
45207,7/2/2018,7:10 PM,LAD-Dodger Stad,"72 degrees, clear","3 mph, Out to CF"
6004,7/2/2018,7:11 PM,MIA-loanDepot pk,"86 degrees, partly cloudy","8 mph, L to R"
31353,7/2/2018,7:10 PM,MIL-Am Fam Field,"83 degrees, clear","7 mph, In from CF"
43792,7/2/2018,7:09 PM,NYY-Yankee Stad3,"87 degrees, clear","9 mph, R to L"
29575,7/2/2018,1:07 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
39002,7/2/2018,7:08 PM,WSN-Natls Park,"95 degrees, clear","10 mph, Out to CF"
29721,7/1/2018,1:10 PM,ARI-Chase Field,"76 degrees, roof closed","0 mph, None"
18351,7/1/2018,1:08 PM,BAL-Camden Yards,"94 degrees, sunny","4 mph, Out to LF"
40051,7/1/2018,1:22 PM,CHC-Wrigley Fld,"93 degrees, partly cloudy","16 mph, Out to LF"
18483,7/1/2018,1:11 PM,CIN-GreatAmer BP,"93 degrees, partly cloudy","9 mph, R to L"
45725,7/1/2018,1:10 PM,LAD-Dodger Stad,"78 degrees, sunny","6 mph, Out to CF"
9611,7/1/2018,1:10 PM,MIA-loanDepot pk,"74 degrees, roof closed","0 mph, None"
46795,7/1/2018,8:07 PM,NYY-Yankee Stad3,"91 degrees, clear","6 mph, Out to LF"
16164,7/1/2018,1:07 PM,OAK-Coliseum,"68 degrees, cloudy","16 mph, Out to RF"
22051,7/1/2018,1:39 PM,PHI-CitizensBank,"97 degrees, sunny","4 mph, Out to CF"
32099,7/1/2018,1:11 PM,SDP-Petco Pk,"72 degrees, sunny","9 mph, L to R"
38344,7/1/2018,1:10 PM,SEA-T-Mobile Pk,"64 degrees, cloudy","3 mph, In from LF"
46448,7/1/2018,1:15 PM,STL-Busch Stad 3,"91 degrees, sunny","9 mph, Out to LF"
19334,7/1/2018,1:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
22684,7/1/2018,2:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
37445,7/1/2018,1:22 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
38117,6/30/2018,7:10 PM,ARI-Chase Field,"81 degrees, roof closed","0 mph, None"
38838,6/30/2018,4:09 PM,BAL-Camden Yards,"93 degrees, partly cloudy","7 mph, L to R"
40950,6/30/2018,1:21 PM,CHC-Wrigley Fld,"91 degrees, partly cloudy","8 mph, R to L"
24640,6/30/2018,4:11 PM,CIN-GreatAmer BP,"94 degrees, partly cloudy","5 mph, In from CF"
46172,6/30/2018,4:16 PM,LAD-Dodger Stad,"77 degrees, sunny","7 mph, Out to CF"
10523,6/30/2018,4:11 PM,MIA-loanDepot pk,"75 degrees, roof closed","0 mph, None"
47125,6/30/2018,7:15 PM,NYY-Yankee Stad3,"92 degrees, clear","7 mph, R to L"
17748,6/30/2018,1:07 PM,OAK-Coliseum,"81 degrees, sunny","14 mph, Out to RF"
42746,6/30/2018,6:07 PM,PHI-CitizensBank,"91 degrees, clear","6 mph, Out to CF"
32418,6/30/2018,7:10 PM,SDP-Petco Pk,"65 degrees, clear","5 mph, Varies"
33395,6/30/2018,7:10 PM,SEA-T-Mobile Pk,"66 degrees, roof closed","1 mph, Out to CF"
46667,6/30/2018,6:15 PM,STL-Busch Stad 3,"91 degrees, partly cloudy","11 mph, R to L"
18378,6/30/2018,4:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
28138,6/30/2018,8:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
27066,6/30/2018,1:09 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
30981,6/29/2018,6:40 PM,ARI-Chase Field,"81 degrees, roof closed","0 mph, None"
24007,6/29/2018,7:10 PM,BAL-Camden Yards,"92 degrees, partly cloudy","2 mph, L to R"
41492,6/29/2018,4:08 PM,CHC-Wrigley Fld,"96 degrees, sunny","12 mph, Out to LF"
26130,6/29/2018,7:11 PM,CIN-GreatAmer BP,"92 degrees, partly cloudy","6 mph, Varies"
41909,6/29/2018,7:10 PM,LAD-Dodger Stad,"72 degrees, clear","6 mph, Out to CF"
8211,6/29/2018,7:12 PM,MIA-loanDepot pk,"75 degrees, roof closed","0 mph, None"
47120,6/29/2018,7:09 PM,NYY-Yankee Stad3,"90 degrees, clear","12 mph, Out to RF"
14823,6/29/2018,7:07 PM,OAK-Coliseum,"69 degrees, clear","13 mph, Out to RF"
36903,6/29/2018,7:07 PM,PHI-CitizensBank,"90 degrees, clear","12 mph, In from CF"
27083,6/29/2018,7:10 PM,SDP-Petco Pk,"65 degrees, overcast","9 mph, L to R"
25558,6/29/2018,7:10 PM,SEA-T-Mobile Pk,"67 degrees, cloudy","2 mph, Out to RF"
46226,6/29/2018,7:16 PM,STL-Busch Stad 3,"92 degrees, clear","9 mph, R to L"
15797,6/29/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
28156,6/29/2018,7:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
24068,6/29/2018,7:08 PM,TOR-Rogers Ctr,"84 degrees, clear","12 mph, Out to CF"
14263,6/28/2018,3:08 PM,BAL-Camden Yards,"88 degrees, partly cloudy","8 mph, L to R"
36992,6/28/2018,7:11 PM,BOS-Fenway Pk,"74 degrees, cloudy","13 mph, Out to LF"
21610,6/28/2018,1:10 PM,CHW-Guaranteed,"83 degrees, sunny","5 mph, Out to RF"
20347,6/28/2018,7:11 PM,CIN-GreatAmer BP,"88 degrees, partly cloudy","3 mph, R to L"
28866,6/28/2018,1:10 PM,DET-Comerica Pk,"79 degrees, partly cloudy","6 mph, In from LF"
52187,6/28/2018,12:10 PM,LAD-Dodger Stad,"77 degrees, sunny","4 mph, Out to CF"
12715,6/28/2018,12:11 PM,MIA-loanDepot pk,"78 degrees, roof closed","0 mph, None"
25026,6/28/2018,7:08 PM,PHI-CitizensBank,"87 degrees, partly cloudy","12 mph, L to R"
37529,6/28/2018,12:45 PM,SFG-Oracle Park,"66 degrees, sunny","13 mph, Out to CF"
12305,6/28/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
30207,6/27/2018,12:11 PM,ATL-Truist Pk,"84 degrees, sunny","9 mph, Out to LF"
15502,6/27/2018,7:08 PM,BAL-Camden Yards,"79 degrees, cloudy","13 mph, Out to LF"
37521,6/27/2018,7:12 PM,BOS-Fenway Pk,"73 degrees, partly cloudy","13 mph, Out to LF"
19466,6/27/2018,7:11 PM,CHW-Guaranteed,"73 degrees, partly cloudy","4 mph, In from LF"
23961,6/27/2018,7:10 PM,DET-Comerica Pk,"75 degrees, cloudy","10 mph, R to L"
39191,6/27/2018,1:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
42121,6/27/2018,7:10 PM,LAD-Dodger Stad,"74 degrees, clear","5 mph, L to R"
6382,6/27/2018,7:11 PM,MIA-loanDepot pk,"78 degrees, roof closed","0 mph, None"
38436,6/27/2018,1:10 PM,MIL-Am Fam Field,"76 degrees, partly cloudy","8 mph, Out to RF"
24506,6/27/2018,7:10 PM,NYM-Citi Field,"72 degrees, cloudy","15 mph, Out to LF"
42028,6/27/2018,7:06 PM,PHI-CitizensBank,"74 degrees, drizzle","11 mph, Out to CF"
36046,6/27/2018,7:15 PM,SFG-Oracle Park,"56 degrees, overcast","17 mph, Out to CF"
43598,6/27/2018,7:17 PM,STL-Busch Stad 3,"90 degrees, partly cloudy","4 mph, Out to RF"
21365,6/27/2018,7:10 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
28356,6/26/2018,7:36 PM,ATL-Truist Pk,"87 degrees, partly cloudy","6 mph, Out to LF"
16327,6/26/2018,7:07 PM,BAL-Camden Yards,"80 degrees, clear","10 mph, Out to LF"
37366,6/26/2018,7:12 PM,BOS-Fenway Pk,"76 degrees, clear","18 mph, Out to LF"
16276,6/26/2018,8:58 PM,CHW-Guaranteed,"73 degrees, cloudy","9 mph, In from RF"
22809,6/26/2018,7:10 PM,DET-Comerica Pk,"77 degrees, cloudy","9 mph, L to R"
38700,6/26/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
53904,6/26/2018,7:10 PM,LAD-Dodger Stad,"72 degrees, clear","5 mph, Out to CF"
6159,6/26/2018,7:10 PM,MIA-loanDepot pk,"78 degrees, roof closed","0 mph, None"
34412,6/26/2018,7:10 PM,MIL-Am Fam Field,"72 degrees, roof closed","0 mph, None"
24501,6/26/2018,7:10 PM,NYM-Citi Field,"73 degrees, partly cloudy","15 mph, Out to LF"
43568,6/26/2018,7:07 PM,PHI-CitizensBank,"78 degrees, clear","10 mph, Out to CF"
36070,6/26/2018,7:14 PM,SFG-Oracle Park,"61 degrees, clear","15 mph, Out to CF"
40288,6/26/2018,8:41 PM,STL-Busch Stad 3,"69 degrees, drizzle","10 mph, L to R"
14289,6/26/2018,12:11 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
21780,6/26/2018,7:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
27851,6/25/2018,8:55 PM,ATL-Truist Pk,"71 degrees, partly cloudy","4 mph, In from LF"
21202,6/25/2018,7:08 PM,BAL-Camden Yards,"82 degrees, partly cloudy","6 mph, In from CF"
19127,6/25/2018,3:10 PM,DET-Comerica Pk,"73 degrees, partly cloudy","11 mph, L to R"
28791,6/25/2018,7:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
19535,6/25/2018,3:17 PM,KCR-KauffmanStad,"84 degrees, partly cloudy","13 mph, R to L"
41750,6/25/2018,7:10 PM,LAD-Dodger Stad,"73 degrees, clear","6 mph, L to R"
6105,6/25/2018,7:11 PM,MIA-loanDepot pk,"86 degrees, partly cloudy","10 mph, In from CF"
22135,6/25/2018,7:10 PM,NYM-Citi Field,"79 degrees, partly cloudy","9 mph, In from LF"
44136,6/25/2018,7:08 PM,PHI-CitizensBank,"80 degrees, clear","10 mph, L to R"
42007,6/25/2018,8:36 PM,STL-Busch Stad 3,"80 degrees, cloudy","11 mph, In from RF"
13624,6/25/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
23470,6/25/2018,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
33794,6/24/2018,1:36 PM,ATL-Truist Pk,"88 degrees, cloudy","9 mph, R to L"
36274,6/24/2018,1:08 PM,BOS-Fenway Pk,"74 degrees, partly cloudy","5 mph, Out to RF"
21908,6/24/2018,1:10 PM,CHW-Guaranteed,"73 degrees, sunny","11 mph, L to R"
30508,6/24/2018,1:11 PM,CIN-GreatAmer BP,"83 degrees, cloudy","9 mph, Out to LF"
31208,6/24/2018,1:11 PM,CLE-Progressive,"74 degrees, partly cloudy","8 mph, L to R"
34172,6/24/2018,2:41 PM,COL-Coors Fld,"57 degrees, cloudy","11 mph, Out to CF"
41823,6/24/2018,1:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
33102,6/24/2018,1:08 PM,LAA-Angel Stad,"75 degrees, sunny","7 mph, Out to CF"
39710,6/24/2018,1:11 PM,MIL-Am Fam Field,"74 degrees, sunny","9 mph, Out to RF"
23633,6/24/2018,1:11 PM,MIN-Target Field,"77 degrees, cloudy","5 mph, Out to CF"
34060,6/24/2018,1:11 PM,NYM-Citi Field,"82 degrees, partly cloudy","10 mph, Out to LF"
19207,6/24/2018,2:05 PM,PIT-PNC Pk,"77 degrees, cloudy","13 mph, R to L"
39230,6/24/2018,1:05 PM,SFG-Oracle Park,"72 degrees, partly cloudy","13 mph, Out to CF"
23667,6/24/2018,1:11 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
29314,6/24/2018,8:07 PM,WSN-Natls Park,"83 degrees, partly cloudy","4 mph, In from LF"
40333,6/23/2018,4:11 PM,ATL-Truist Pk,"84 degrees, cloudy","10 mph, R to L"
36051,6/23/2018,7:16 PM,BOS-Fenway Pk,"60 degrees, cloudy","10 mph, In from CF"
20457,6/23/2018,1:10 PM,CHW-Guaranteed,"72 degrees, partly cloudy","3 mph, Out to CF"
36818,6/23/2018,4:12 PM,CIN-GreatAmer BP,"79 degrees, partly cloudy","9 mph, Varies"
34435,6/23/2018,6:10 PM,CLE-Progressive,"73 degrees, partly cloudy","8 mph, L to R"
39032,6/23/2018,1:13 PM,COL-Coors Fld,"82 degrees, partly cloudy","3 mph, Out to LF"
40028,6/23/2018,6:16 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
40612,6/23/2018,6:08 PM,LAA-Angel Stad,"68 degrees, partly cloudy","11 mph, R to L"
35551,6/23/2018,3:10 PM,MIL-Am Fam Field,"74 degrees, sunny","7 mph, In from LF"
23230,6/23/2018,1:11 PM,MIN-Target Field,"78 degrees, cloudy","3 mph, Out to LF"
37705,6/23/2018,7:16 PM,NYM-Citi Field,"65 degrees, cloudy","6 mph, In from CF"
21121,6/23/2018,4:08 PM,PIT-PNC Pk,"77 degrees, overcast","12 mph, Out to LF"
40348,6/23/2018,1:05 PM,SFG-Oracle Park,"83 degrees, sunny","10 mph, Out to CF"
29831,6/23/2018,4:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
40341,6/23/2018,4:05 PM,WSN-Natls Park,"81 degrees, cloudy","7 mph, Out to CF"
37192,6/22/2018,7:46 PM,ATL-Truist Pk,"73 degrees, cloudy","8 mph, R to L"
37342,6/22/2018,7:11 PM,BOS-Fenway Pk,"69 degrees, partly cloudy","9 mph, In from RF"
1,6/22/2018,3:11 PM,CHW-Guaranteed,"63 degrees, overcast","16 mph, L to R"
18323,6/22/2018,7:00 PM,CHW-Guaranteed,"61 degrees, overcast","15 mph, L to R"
25885,6/22/2018,7:11 PM,CIN-GreatAmer BP,"71 degrees, overcast","6 mph, R to L"
30926,6/22/2018,8:51 PM,CLE-Progressive,"68 degrees, overcast","10 mph, Out to CF"
35468,6/22/2018,6:40 PM,COL-Coors Fld,"81 degrees, partly cloudy","5 mph, In from CF"
39357,6/22/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
38028,6/22/2018,7:08 PM,LAA-Angel Stad,"77 degrees, clear","9 mph, Out to CF"
36275,6/22/2018,7:10 PM,MIL-Am Fam Field,"71 degrees, roof closed","0 mph, None"
28004,6/22/2018,7:10 PM,MIN-Target Field,"81 degrees, partly cloudy","6 mph, In from CF"
32565,6/22/2018,7:10 PM,NYM-Citi Field,"70 degrees, cloudy","11 mph, R to L"
24843,6/22/2018,7:06 PM,PIT-PNC Pk,"69 degrees, cloudy","12 mph, In from CF"
40546,6/22/2018,7:14 PM,SFG-Oracle Park,"67 degrees, clear","15 mph, Out to CF"
27252,6/22/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
35630,6/22/2018,7:05 PM,WSN-Natls Park,"68 degrees, drizzle","10 mph, In from RF"
19581,6/21/2018,7:11 PM,CIN-GreatAmer BP,"76 degrees, overcast","5 mph, Varies"
44010,6/21/2018,1:10 PM,COL-Coors Fld,"80 degrees, sunny","6 mph, Out to CF"
30416,6/21/2018,7:08 PM,LAA-Angel Stad,"72 degrees, clear","8 mph, Out to CF"
32764,6/21/2018,7:10 PM,MIL-Am Fam Field,"71 degrees, roof closed","0 mph, None"
32631,6/21/2018,12:10 PM,MIN-Target Field,"72 degrees, partly cloudy","10 mph, In from CF"
46658,6/21/2018,1:09 PM,NYY-Yankee Stad3,"80 degrees, partly cloudy","5 mph, L to R"
20554,6/21/2018,7:07 PM,PIT-PNC Pk,"76 degrees, partly cloudy","7 mph, In from LF"
37497,6/21/2018,7:15 PM,SFG-Oracle Park,"61 degrees, clear","16 mph, Out to CF"
36868,6/21/2018,7:05 PM,WSN-Natls Park,"81 degrees, cloudy","7 mph, In from CF"
41199,6/20/2018,1:21 PM,CHC-Wrigley Fld,"71 degrees, cloudy","8 mph, In from CF"
19177,6/20/2018,12:38 PM,CIN-GreatAmer BP,"87 degrees, partly cloudy","7 mph, R to L"
23101,6/20/2018,1:10 PM,CLE-Progressive,"70 degrees, overcast","5 mph, Out to LF"
38685,6/20/2018,6:41 PM,COL-Coors Fld,"73 degrees, cloudy","11 mph, In from RF"
43409,6/20/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
19489,6/20/2018,7:15 PM,KCR-KauffmanStad,"83 degrees, partly cloudy","4 mph, L to R"
33153,6/20/2018,7:11 PM,MIN-Target Field,"77 degrees, partly cloudy","11 mph, In from CF"
46047,6/20/2018,7:09 PM,NYY-Yankee Stad3,"79 degrees, cloudy","12 mph, R to L"
26120,6/20/2018,1:07 PM,PHI-CitizensBank,"87 degrees, partly cloudy","7 mph, Out to RF"
28225,6/20/2018,12:41 PM,SDP-Petco Pk,"70 degrees, partly cloudy","3 mph, L to R"
35903,6/20/2018,12:45 PM,SFG-Oracle Park,"61 degrees, cloudy","13 mph, Out to CF"
45563,6/20/2018,12:37 PM,TOR-Rogers Ctr,"68 degrees, sunny","8 mph, Out to CF"
32153,6/20/2018,7:06 PM,WSN-Natls Park,"82 degrees, partly cloudy","3 mph, Varies"
39273,6/19/2018,12:05 PM,CHC-Wrigley Fld,"73 degrees, partly cloudy","5 mph, In from RF"
40409,6/19/2018,7:05 PM,CHC-Wrigley Fld,"68 degrees, cloudy","8 mph, L to R"
31085,6/19/2018,7:11 PM,CIN-GreatAmer BP,"91 degrees, partly cloudy","5 mph, Varies"
20394,6/19/2018,7:10 PM,CLE-Progressive,"76 degrees, partly cloudy","20 mph, In from RF"
29710,6/19/2018,8:00 PM,COL-Coors Fld,"60 degrees, overcast","11 mph, In from CF"
37414,6/19/2018,7:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
17789,6/19/2018,7:15 PM,KCR-KauffmanStad,"84 degrees, partly cloudy","8 mph, R to L"
33088,6/19/2018,7:07 PM,LAA-Angel Stad,"71 degrees, clear","10 mph, Out to CF"
28550,6/19/2018,7:11 PM,MIN-Target Field,"69 degrees, overcast","8 mph, In from LF"
45122,6/19/2018,7:09 PM,NYY-Yankee Stad3,"88 degrees, clear","10 mph, Out to RF"
21122,6/19/2018,7:08 PM,PHI-CitizensBank,"88 degrees, clear","10 mph, L to R"
14152,6/19/2018,7:06 PM,PIT-PNC Pk,"80 degrees, cloudy","9 mph, Out to RF"
37485,6/19/2018,7:10 PM,SDP-Petco Pk,"68 degrees, partly cloudy","13 mph, Out to RF"
37242,6/19/2018,7:15 PM,SFG-Oracle Park,"58 degrees, partly cloudy","17 mph, Out to CF"
32466,6/19/2018,7:07 PM,TOR-Rogers Ctr,"68 degrees, partly cloudy","5 mph, L to R"
33391,6/19/2018,7:07 PM,WSN-Natls Park,"83 degrees, partly cloudy","7 mph, In from LF"
17271,6/18/2018,7:10 PM,CLE-Progressive,"89 degrees, cloudy","13 mph, Out to RF"
33815,6/18/2018,6:41 PM,COL-Coors Fld,"72 degrees, partly cloudy","10 mph, In from CF"
34151,6/18/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
18319,6/18/2018,7:16 PM,KCR-KauffmanStad,"90 degrees, clear","14 mph, R to L"
33809,6/18/2018,7:08 PM,LAA-Angel Stad,"70 degrees, clear","6 mph, Out to CF"
22083,6/18/2018,7:09 PM,PHI-CitizensBank,"89 degrees, partly cloudy","14 mph, Out to CF"
10672,6/18/2018,7:07 PM,PIT-PNC Pk,"89 degrees, partly cloudy","15 mph, Out to LF"
36743,6/18/2018,7:15 PM,SFG-Oracle Park,"61 degrees, partly cloudy","13 mph, Out to CF"
42723,6/18/2018,6:46 PM,WSN-Natls Park,"88 degrees, partly cloudy","10 mph, Out to CF"
47907,6/17/2018,1:10 PM,ARI-Chase Field,"75 degrees, roof closed","0 mph, None"
40251,6/17/2018,1:37 PM,ATL-Truist Pk,"87 degrees, partly cloudy","3 mph, In from LF"
21421,6/17/2018,1:07 PM,BAL-Camden Yards,"88 degrees, sunny","3 mph, R to L"
26746,6/17/2018,1:11 PM,CHW-Guaranteed,"92 degrees, partly cloudy","10 mph, Out to CF"
27128,6/17/2018,1:11 PM,CLE-Progressive,"88 degrees, sunny","7 mph, Out to RF"
22326,6/17/2018,1:17 PM,KCR-KauffmanStad,"93 degrees, partly cloudy","14 mph, R to L"
49541,6/17/2018,1:11 PM,LAD-Dodger Stad,"65 degrees, cloudy","5 mph, Out to CF"
40985,6/17/2018,1:10 PM,MIL-Am Fam Field,"87 degrees, partly cloudy","11 mph, R to L"
46400,6/17/2018,2:08 PM,NYY-Yankee Stad3,"90 degrees, sunny","9 mph, R to L"
21217,6/17/2018,1:08 PM,OAK-Coliseum,"68 degrees, cloudy","8 mph, Out to RF"
23042,6/17/2018,1:38 PM,PIT-PNC Pk,"86 degrees, partly cloudy","4 mph, R to L"
46462,6/17/2018,1:10 PM,SEA-T-Mobile Pk,"76 degrees, sunny","6 mph, Out to CF"
46214,6/17/2018,7:09 PM,STL-Busch Stad 3,"94 degrees, clear","11 mph, Out to LF"
25513,6/17/2018,2:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
35146,6/17/2018,1:09 PM,TOR-Rogers Ctr,"79 degrees, sunny","4 mph, Out to CF"
31824,6/16/2018,7:10 PM,ARI-Chase Field,"75 degrees, roof closed","0 mph, None"
41916,6/16/2018,5:12 PM,ATL-Truist Pk,"89 degrees, partly cloudy","6 mph, L to R"
23948,6/16/2018,4:07 PM,BAL-Camden Yards,"85 degrees, sunny","4 mph, Out to RF"
23195,6/16/2018,1:11 PM,CHW-Guaranteed,"81 degrees, partly cloudy","11 mph, In from LF"
30282,6/16/2018,4:10 PM,CLE-Progressive,"79 degrees, cloudy","6 mph, L to R"
20657,6/16/2018,1:15 PM,KCR-KauffmanStad,"93 degrees, sunny","15 mph, R to L"
53706,6/16/2018,5:15 PM,LAD-Dodger Stad,"68 degrees, cloudy","9 mph, L to R"
40531,6/16/2018,3:11 PM,MIL-Am Fam Field,"79 degrees, sunny","7 mph, In from CF"
46249,6/16/2018,1:11 PM,NYY-Yankee Stad3,"81 degrees, sunny","6 mph, L to R"
19185,6/16/2018,1:07 PM,OAK-Coliseum,"67 degrees, sunny","11 mph, Out to RF"
27479,6/16/2018,4:06 PM,PIT-PNC Pk,"85 degrees, sunny","4 mph, Out to LF"
44151,6/16/2018,5:16 PM,SEA-T-Mobile Pk,"74 degrees, clear","3 mph, Out to RF"
47168,6/16/2018,7:16 PM,STL-Busch Stad 3,"92 degrees, clear","10 mph, In from RF"
23468,6/16/2018,3:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
36044,6/16/2018,4:07 PM,TOR-Rogers Ctr,"81 degrees, sunny","10 mph, Out to CF"
32170,6/15/2018,6:40 PM,ARI-Chase Field,"77 degrees, roof closed","0 mph, None"
41497,6/15/2018,7:36 PM,ATL-Truist Pk,"85 degrees, partly cloudy","5 mph, In from RF"
23968,6/15/2018,7:07 PM,BAL-Camden Yards,"81 degrees, clear","4 mph, L to R"
22813,6/15/2018,7:10 PM,CHW-Guaranteed,"84 degrees, clear","9 mph, In from LF"
32637,6/15/2018,7:11 PM,CLE-Progressive,"75 degrees, cloudy","3 mph, In from CF"
27603,6/15/2018,7:15 PM,KCR-KauffmanStad,"91 degrees, partly cloudy","15 mph, R to L"
53433,6/15/2018,7:10 PM,LAD-Dodger Stad,"71 degrees, clear","5 mph, Out to RF"
40945,6/15/2018,7:10 PM,MIL-Am Fam Field,"76 degrees, clear","14 mph, In from LF"
45112,6/15/2018,7:09 PM,NYY-Yankee Stad3,"74 degrees, clear","10 mph, In from RF"
18356,6/15/2018,6:37 PM,OAK-Coliseum,"58 degrees, cloudy","16 mph, Out to RF"
23007,6/15/2018,7:07 PM,PIT-PNC Pk,"77 degrees, clear","8 mph, Out to LF"
44459,6/15/2018,7:10 PM,SEA-T-Mobile Pk,"70 degrees, partly cloudy","6 mph, Out to RF"
46188,6/15/2018,7:16 PM,STL-Busch Stad 3,"91 degrees, clear","10 mph, R to L"
30448,6/15/2018,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
29633,6/15/2018,7:09 PM,TOR-Rogers Ctr,"75 degrees, clear","3 mph, In from RF"
23300,6/14/2018,6:40 PM,ARI-Chase Field,"80 degrees, roof closed","0 mph, None"
25250,6/14/2018,7:35 PM,ATL-Truist Pk,"86 degrees, partly cloudy","7 mph, Out to LF"
17183,6/14/2018,1:10 PM,CHW-Guaranteed,"79 degrees, cloudy","6 mph, In from LF"
27573,6/14/2018,1:10 PM,DET-Comerica Pk,"81 degrees, partly cloudy","12 mph, Out to LF"
9726,6/14/2018,12:10 PM,MIA-loanDepot pk,"78 degrees, roof closed","0 mph, None"
45066,6/14/2018,7:10 PM,NYY-Yankee Stad3,"82 degrees, partly cloudy","15 mph, Out to RF"
13009,6/14/2018,12:37 PM,OAK-Coliseum,"67 degrees, sunny","13 mph, Out to RF"
22500,6/14/2018,1:06 PM,PHI-CitizensBank,"82 degrees, sunny","16 mph, Out to RF"
30479,6/14/2018,7:10 PM,SEA-T-Mobile Pk,"64 degrees, cloudy","2 mph, Out to RF"
32803,6/13/2018,12:40 PM,ARI-Chase Field,"77 degrees, roof closed","0 mph, None"
32015,6/13/2018,12:10 PM,ATL-Truist Pk,"80 degrees, partly cloudy","8 mph, R to L"
17217,6/13/2018,3:07 PM,BAL-Camden Yards,"81 degrees, cloudy","9 mph, Out to RF"
19390,6/13/2018,7:10 PM,CHW-Guaranteed,"76 degrees, clear","8 mph, In from LF"
19206,6/13/2018,7:10 PM,DET-Comerica Pk,"84 degrees, clear","17 mph, L to R"
24899,6/13/2018,7:15 PM,KCR-KauffmanStad,"82 degrees, partly cloudy","11 mph, R to L"
41303,6/13/2018,7:10 PM,LAD-Dodger Stad,"76 degrees, clear","5 mph, Out to RF"
6075,6/13/2018,7:11 PM,MIA-loanDepot pk,"83 degrees, partly cloudy","6 mph, In from RF"
39822,6/13/2018,1:10 PM,MIL-Am Fam Field,"77 degrees, sunny","15 mph, Out to CF"
45030,6/13/2018,7:08 PM,NYY-Yankee Stad3,"77 degrees, cloudy","7 mph, R to L"
9164,6/13/2018,7:07 PM,OAK-Coliseum,"68 degrees, clear","13 mph, Out to RF"
20075,6/13/2018,7:08 PM,PHI-CitizensBank,"80 degrees, cloudy","10 mph, L to R"
28236,6/13/2018,1:10 PM,SEA-T-Mobile Pk,"62 degrees, partly cloudy","0 mph, Calm"
44094,6/13/2018,7:16 PM,STL-Busch Stad 3,"86 degrees, partly cloudy","13 mph, In from LF"
